dphi_dEdCth(1/GeV/s/cm2),Energy (GeV),cosTh,m(GeV),eps2
1.1441043726887988e-27,141823.2635300776,0.0,0.02,5e-09
3.803097715561048e-28,202491.62673979037,0.0,0.02,5e-09
1.2427020464410195e-28,289112.363367882,0.0,0.02,5e-09
3.941479502090557e-29,412787.2347016762,0.0,0.02,5e-09
1.2257057422486277e-29,589367.051438887,0.0,0.02,5e-09
3.6447028315461834e-30,841483.1955082207,0.0,0.02,5e-09
1.0589976936616417e-30,1201448.1749428932,0.0,0.02,5e-09
3.1283414281667097e-31,1715396.9619105805,0.0,0.02,5e-09
9.273112323039597e-32,2449199.8891853336,0.0,0.02,5e-09
2.7245619791887525e-32,3496904.932432852,0.0,0.02,5e-09
8.113538331579717e-33,4992791.384839018,0.0,0.02,5e-09
2.534996841715292e-33,7128579.785318896,0.0,0.02,5e-09
8.041599972322572e-34,10178003.813651342,0.0,0.02,5e-09
2.5886518914998032e-34,14531893.413614519,0.0,0.02,5e-09
8.649094799959332e-35,20748265.57850291,0.0,0.02,5e-09
4.080852211486519e-13,0.54785,0.2,0.02,5e-09
2.2755391740120887e-13,0.7822062117888534,0.2,0.02,5e-09
1.277723321808417e-13,1.1168140143489433,0.2,0.02,5e-09
6.644509143094709e-14,1.59455847300646,0.2,0.02,5e-09
3.078958900546041e-14,2.2766697867047583,0.2,0.02,5e-09
1.2543212497760115e-14,3.2505708667563495,0.2,0.02,5e-09
4.757573857963667e-15,4.641081908983652,0.2,0.02,5e-09
1.821004494230812e-15,6.62641799512254,0.2,0.02,5e-09
7.021748963242821e-16,9.461030058764791,0.2,0.02,5e-09
2.6547259177998563e-16,13.508216632083379,0.2,0.02,5e-09
9.833454518852386e-17,19.286686063347865,0.2,0.02,5e-09
3.592114367117362e-17,27.53703685967364,0.2,0.02,5e-09
1.3203790387064462e-17,39.316676619321605,0.2,0.02,5e-09
4.926343029703825e-18,56.135344854480145,0.2,0.02,5e-09
1.8789452891200656e-18,80.14860900991847,0.2,0.02,5e-09
7.244598899591915e-19,114.43413312730532,0.2,0.02,5e-09
2.842095550302491e-19,163.38612717504964,0.2,0.02,5e-09
1.1209629281769013e-19,233.27853170840072,0.2,0.02,5e-09
4.390226498484351e-20,333.0691185165537,0.2,0.02,5e-09
1.700636763556006e-20,475.54756495151315,0.2,0.02,5e-09
6.6452434097477085e-21,678.9746450782816,0.2,0.02,5e-09
2.6221675544364574e-21,969.4226248560072,0.2,0.02,5e-09
1.0251575044605915e-21,1384.116818492334,0.2,0.02,5e-09
3.96353385537222e-22,1976.2065771034552,0.2,0.02,5e-09
1.521038663034413e-22,2821.577184244427,0.2,0.02,5e-09
5.940924234288933e-23,4028.575706046721,0.2,0.02,5e-09
2.2910028302100973e-23,5751.897311182639,0.2,0.02,5e-09
8.672881998434363e-24,8212.41180319186,0.2,0.02,5e-09
3.249005580991003e-24,11725.471436022235,0.2,0.02,5e-09
1.2382371314224737e-24,16741.328088727485,0.2,0.02,5e-09
4.644652902964409e-25,23902.839873319055,0.2,0.02,5e-09
1.697441304259036e-25,34127.86315287849,0.2,0.02,5e-09
6.091561492785354e-26,48726.889756797405,0.2,0.02,5e-09
2.193547728905156e-26,69571.00638663422,0.2,0.02,5e-09
7.752933374153828e-27,99331.70275810415,0.2,0.02,5e-09
2.6392422670259626e-27,141823.2635300776,0.2,0.02,5e-09
8.751353153612687e-28,202491.62673979037,0.2,0.02,5e-09
2.8531409139917813e-28,289112.363367882,0.2,0.02,5e-09
9.018977417516804e-29,412787.2347016762,0.2,0.02,5e-09
2.8002553723026717e-29,589367.051438887,0.2,0.02,5e-09
8.31449501584426e-30,841483.1955082207,0.2,0.02,5e-09
2.4126137053763293e-30,1201448.1749428932,0.2,0.02,5e-09
